

start: Graph Generation


start: Creating graph


start: Saving the graph to file
5000 22169
1 2374 259
1 1050 381
1 2092 363
1 1349 835
1 2813 615
1 3993 407
1 2491 380
1 3157 459
1 7 217
2 3776 412
2 4255 125
2 83 528
2 4512 977
2 2475 562
2 1283 743
2 2492 664
2 3383 853
2 75 954
3 3592 407
3 522 954
3 2729 321
3 1057 169
3 1066 287
3 970 698
3 4336 684
3 3035 233
3 1586 230
4 2848 584
4 2161 918
4 547 829
4 2996 444
4 724 817
4 3123 162
4 2148 412
4 4952 531
4 3643 388
5 2357 168
5 425 809
5 1645 370
5 685 715
5 3905 867
5 4140 872
5 3347 933
5 3389 122
5 1607 25
6 4775 428
6 4803 219
6 316 492
6 3920 327
6 3028 811
6 4502 412
6 1685 126
6 1610 316
6 1876 57
7 1413 283
7 1226 720
7 1 217
7 2270 225
7 3718 544
7 1769 62
7 4808 488
7 3553 874
7 877 391
8 3929 102
8 160 420
8 576 280
8 1696 480
8 591 253
8 1037 891
8 793 870
8 3261 848
8 437 163
9 495 551
9 1253 743
9 966 705
9 3745 267
9 2963 574
9 4113 701
9 1438 979
9 1462 347
9 1828 286
10 2309 326
10 1923 675
10 3604 609
10 4572 372
10 4739 112
10 3474 388
10 2167 458
10 587 63
10 488 110
11 3947 93
11 1613 543
11 1604 918
11 1368 851
11 4283 629
11 3920 415
11 1446 895
11 601 101
11 2712 77
12 474 168
12 263 775
12 4370 713
12 3723 665
12 1095 133
12 3666 681
12 1119 348
12 812 296
12 694 233
13 1502 784
13 112 248
13 4065 756
13 2523 301
13 805 10
13 1693 851
13 2436 244
13 2508 653
13 58 390
14 556 772
14 47 684
14 1743 869
14 4669 143
14 4090 729
14 2597 178
14 1333 963
14 1971 79
14 337 654
15 3428 444
15 772 596
15 4207 312
15 4829 817
15 1577 271
15 2534 569
15 2629 725
15 3225 699
15 291 181
16 1695 563
16 2644 719
16 4516 629
16 3545 590
16 680 719
16 20 203
16 182 768
16 610 297
16 601 246
17 98 647
17 625 593
17 2660 38
17 435 875
17 2229 297
17 2772 86
17 4392 171
17 3112 718
17 884 79
18 4996 48
18 4146 497
18 944 944
18 2962 449
18 2052 92
18 4710 339
18 3806 633
18 3518 51
18 1223 858
19 1129 655
19 4942 483
19 2010 630
19 3258 407
19 929 49
19 2814 362
19 4777 627
19 2580 537
19 386 397
20 3083 411
20 1292 865
20 16 203
20 3356 648
20 1144 982
20 655 923
20 1420 241
20 1251 922
20 164 542
21 994 326
21 3477 180
21 1522 11
21 3270 764
21 1220 192
21 837 728
21 4263 217
21 4626 467
21 889 935
22 3875 873
22 3004 142
22 2740 224
22 4091 777
22 493 52
22 1505 281
22 3576 264
22 1127 139
22 2470 592
23 2110 480
23 2583 153
23 3960 206
23 325 881
23 4731 395
23 1111 64
23 2580 283
23 187 674
23 1870 870
24 2580 479
24 950 135
24 4158 684
24 3536 166
24 1572 227
24 3643 451
24 1418 76
24 1216 486
24 1078 358
25 1924 486
25 601 976
25 2953 568
25 2687 634
25 2581 153
25 1247 535
25 3298 293
25 3270 256
25 136 561
26 340 721
26 343 95
26 850 685
26 1983 543
26 111 597
26 3580 891
26 4543 555
26 391 117
