

start: Graph Generation


start: Creating graph


start: Saving the graph to file
5000 22230
1 262 117
1 1363 220
1 1373 815
1 284 934
1 1325 13
1 1337 874
1 2525 855
1 927 859
1 4 778
2 2420 29
2 4338 78
2 1646 705
2 1498 742
2 2833 577
2 48 718
2 792 586
2 2715 935
2 1331 194
3 2871 807
3 2945 141
3 3238 582
3 1941 126
3 660 701
3 3541 262
3 2495 669
3 4021 668
3 1493 299
4 3180 274
4 2832 790
4 3868 877
4 2800 385
4 1098 980
4 1 778
4 2238 357
4 650 468
4 1426 656
5 194 963
5 3413 634
5 4507 49
5 4484 827
5 3900 450
5 3154 816
5 501 16
5 1232 621
5 287 559
6 236 429
6 1667 95
6 4661 927
6 4543 691
6 4948 536
6 2327 214
6 2975 314
6 1559 89
6 386 660
7 2272 626
7 2735 122
7 1556 301
7 3166 447
7 762 845
7 1566 518
7 863 89
7 3270 456
7 2725 674
8 4075 156
8 731 201
8 951 575
8 3251 497
8 1516 150
8 2610 756
8 4254 458
8 4683 610
8 681 754
9 825 237
9 971 67
9 3418 219
9 4367 864
9 4839 872
9 1815 286
9 189 278
9 2890 288
9 4586 788
10 3464 190
10 2582 41
10 147 105
10 3921 422
10 1855 140
10 2124 182
10 4964 607
10 608 232
10 596 727
11 1548 865
11 285 444
11 4856 255
11 359 293
11 3073 371
11 2365 634
11 4754 184
11 586 573
11 298 385
12 596 112
12 2570 81
12 360 387
12 2337 686
12 3733 49
12 4201 192
12 2384 238
12 2592 787
12 1306 456
13 4738 855
13 4818 560
13 1663 471
13 4747 489
13 1441 575
13 809 763
13 4924 167
13 4460 469
13 1204 699
14 1393 822
14 4213 118
14 2560 885
14 2190 56
14 4906 537
14 1904 61
14 1528 936
14 2165 515
14 112 943
15 2197 565
15 613 132
15 3521 648
15 1842 587
15 839 770
15 2845 190
15 500 279
15 479 255
15 500 900
16 2172 521
16 4361 432
16 2946 380
16 4587 610
16 3806 531
16 2216 12
16 869 118
16 3677 943
16 646 294
17 2939 483
17 4800 570
17 3533 145
17 2392 36
17 3875 677
17 1671 992
17 921 184
17 4650 668
17 548 776
18 3630 580
18 2047 178
18 4297 889
18 612 131
18 86 464
18 3088 479
18 81 853
18 3603 318
18 2993 740
19 4893 601
19 132 65
19 3072 625
19 1603 736
19 2927 838
19 2419 377
19 3563 618
19 2870 991
19 956 464
20 575 100
20 4363 99
20 4365 359
20 1184 87
20 4404 507
20 4748 424
20 4680 540
20 4848 30
20 687 57
21 2205 391
21 3809 266
21 2801 390
21 499 775
21 1962 55
21 3119 40
21 2622 872
21 1677 872
21 81 873
22 4545 85
22 2371 843
22 1353 390
22 3359 106
22 256 67
22 56 761
22 3472 25
22 3962 418
22 1634 139
23 558 386
23 4807 539
23 3425 529
23 4279 854
23 420 846
23 4220 532
23 4765 319
23 3804 414
23 1487 124
24 560 393
24 4503 797
24 170 858
24 3111 971
24 2996 679
24 4691 853
24 1586 506
24 1966 535
24 1995 73
25 1756 807
25 122 438
25 1982 514
25 517 969
25 4613 79
25 1032 988
25 4539 166
25 1140 605
25 1070 165
26 2946 372
26 2877 460
26 2139 192
26 4529 706
26 1428 379
26 4981 802
26 1606 501
26 739 902
