

start: Graph Generation


start: Creating graph


start: Saving the graph to file
5000 22210
1 1166 676
1 1246 608
1 576 905
1 3633 264
1 3389 584
1 295 683
1 4339 971
1 4204 385
1 1658 22
2 3515 86
2 992 782
2 3440 554
2 3715 800
2 3650 679
2 4242 921
2 2372 471
2 3738 396
2 628 621
3 2041 327
3 3849 265
3 2773 77
3 3108 538
3 914 699
3 2143 879
3 4532 492
3 3403 744
3 752 487
4 4385 396
4 282 172
4 4754 94
4 4622 346
4 2436 170
4 1791 763
4 1406 359
4 3542 734
4 461 694
5 1941 995
5 1696 322
5 4123 199
5 2380 792
5 3216 921
5 2593 70
5 2539 309
5 3364 395
5 136 796
6 4043 906
6 2785 717
6 4294 901
6 1293 78
6 337 353
6 3096 405
6 4744 184
6 1886 491
6 410 236
7 4213 739
7 1615 804
7 4246 931
7 4406 527
7 3236 754
7 2058 264
7 2081 330
7 204 550
7 695 404
8 3412 143
8 2320 616
8 1906 702
8 2636 708
8 4847 155
8 4247 945
8 4209 313
8 4316 385
8 1309 121
9 1508 159
9 2937 925
9 2938 771
9 2339 562
9 1480 990
9 1212 237
9 1956 713
9 2727 625
9 1220 890
10 300 462
10 2884 612
10 1267 952
10 3902 355
10 573 402
10 4995 992
10 4605 452
10 4625 51
10 766 225
11 4812 775
11 1207 394
11 4981 269
11 4943 121
11 2114 946
11 2790 698
11 3021 223
11 4083 87
11 784 739
12 3446 667
12 4327 564
12 2056 718
12 1576 79
12 3614 14
12 1907 833
12 1790 50
12 4579 185
12 853 796
13 2877 179
13 4501 179
13 2616 29
13 2543 483
13 4907 343
13 3023 537
13 3741 458
13 1780 643
13 207 415
14 4431 990
14 229 215
14 4926 560
14 3608 66
14 2401 15
14 149 454
14 688 916
14 1171 622
14 1250 211
15 737 24
15 4410 816
15 3730 685
15 1885 824
15 1588 110
15 4232 636
15 3740 174
15 479 69
15 251 289
16 3314 350
16 4310 167
16 292 580
16 4885 577
16 4169 660
16 3942 900
16 3937 966
16 3392 983
16 304 722
17 2545 274
17 3814 330
17 2943 46
17 3497 172
17 1616 428
17 1988 819
17 448 706
17 2215 775
17 2274 350
18 4087 422
18 945 350
18 3039 118
18 294 874
18 4571 466
18 3127 257
18 625 945
18 1598 73
18 1073 709
19 2197 88
19 3847 824
19 2380 460
19 240 291
19 791 343
19 357 865
19 4875 648
19 68 747
19 3103 59
20 384 231
20 1949 803
20 4871 288
20 4539 125
20 2278 154
20 3705 737
20 3199 769
20 4797 13
20 821 59
21 3872 18
21 2707 198
21 4770 490
21 3983 270
21 2287 500
21 1540 506
21 3822 711
21 37 844
21 388 681
22 625 314
22 780 606
22 3113 998
22 1050 370
22 597 212
22 2182 658
22 875 149
22 785 420
22 2317 578
23 2921 163
23 3129 127
23 4825 141
23 4820 24
23 4839 182
23 2145 603
23 3891 693
23 2706 564
23 72 589
24 4946 294
24 3615 37
24 4411 611
24 3546 611
24 3727 325
24 548 834
24 327 161
24 2531 905
25 1837 392
25 1618 143
25 417 778
25 1391 790
25 4135 803
25 795 157
25 720 304
25 3335 782
25 1239 764
26 1286 758
26 3148 396
26 1581 135
26 2869 607
26 4309 194
26 4352 479
26 2523 699
