

start: Graph Generation


start: Creating graph


start: Saving the graph to file
5000 22217
1 1416 512
1 3783 852
1 914 499
1 1183 69
1 74 197
1 2168 116
1 1649 822
1 643 678
1 1525 698
2 3653 544
2 4472 682
2 4157 283
2 2299 316
2 4492 591
2 3013 777
2 2529 342
2 271 548
2 226 539
3 81 268
3 596 389
3 1295 781
3 1944 16
3 1306 877
3 2164 123
3 2680 893
3 4487 120
3 56 971
4 3211 679
4 4027 902
4 2356 167
4 1103 716
4 3850 952
4 3350 613
4 2088 966
4 2744 777
4 1805 338
5 250 68
5 2242 625
5 4173 927
5 405 135
5 3898 841
5 3017 176
5 2922 340
5 857 918
5 2450 894
6 505 337
6 4707 280
6 4027 69
6 2797 582
6 2719 159
6 811 978
6 3936 856
6 429 763
6 513 839
7 4254 430
7 4744 565
7 1362 33
7 3495 510
7 2130 241
7 1381 23
7 3346 776
7 707 373
7 205 509
8 1340 498
8 1020 525
8 163 291
8 1491 236
8 34 137
8 3663 774
8 1720 600
8 3470 94
8 594 135
9 1508 333
9 4580 650
9 94 985
9 2215 534
9 2546 701
9 870 124
9 2773 610
9 60 191
9 335 692
10 1820 414
10 1772 593
10 1953 378
10 3908 946
10 928 812
10 246 237
10 1040 794
10 1878 138
10 123 781
11 4329 788
11 107 559
11 435 555
11 2837 585
11 4702 726
11 647 841
11 586 677
11 2880 27
11 338 740
12 2787 814
12 553 189
12 504 609
12 4742 101
12 4464 234
12 4530 474
12 3945 946
12 4418 224
12 33 572
13 2470 316
13 67 357
13 2107 674
13 3666 797
13 1399 853
13 571 857
13 2434 827
13 3043 498
13 183 248
14 3086 531
14 3994 869
14 4713 57
14 4634 731
14 1550 182
14 2485 102
14 2613 359
14 1680 936
14 734 869
15 2625 434
15 3805 462
15 3378 413
15 4843 654
15 3703 766
15 4898 61
15 275 789
15 3955 375
15 358 427
16 3253 344
16 4637 195
16 1809 251
16 2562 516
16 4284 611
16 4080 98
16 4292 342
16 3350 382
16 1319 807
17 2298 345
17 245 548
17 2577 515
17 4245 241
17 4411 605
17 3616 393
17 4838 523
17 2814 312
17 255 662
18 40 16
18 2036 690
18 423 906
18 4348 717
18 3977 680
18 74 803
18 532 261
18 1378 466
18 505 115
19 3796 770
19 77 765
19 3238 790
19 2867 988
19 522 321
19 4722 583
19 2049 781
19 4639 167
19 983 849
20 2105 948
20 3124 410
20 2594 928
20 598 339
20 4416 65
20 970 728
20 2473 473
20 1887 132
20 65 141
21 1773 221
21 1768 591
21 1324 943
21 3585 72
21 946 711
21 4373 533
21 3123 29
21 4415 570
21 838 189
22 3046 932
22 224 396
22 3454 358
22 4445 634
22 806 435
22 3312 983
22 41 810
22 2182 803
22 192 187
23 1145 15
23 2618 101
23 24 431
23 646 304
23 1172 391
23 1649 514
23 2195 767
23 701 995
23 2212 399
24 1511 687
24 1168 493
24 23 431
24 2899 51
24 26 915
24 2312 515
24 1016 401
24 1280 627
24 1888 949
25 409 318
25 48 554
25 2619 993
25 895 294
25 1835 883
25 3896 243
25 1743 905
25 3519 163
25 109 988
26 4820 331
26 3418 359
26 24 915
26 471 505
26 3975 50
26 3537 345
26 57 532
26 660 752
26 103 704
27 522 28
