

start: Graph Generation


start: Creating graph


start: Saving the graph to file
5000 22184
1 2773 964
1 3059 362
1 461 926
1 1956 632
1 2247 68
1 4423 971
1 3974 889
1 3837 853
1 616 523
2 4461 701
2 3470 466
2 3777 923
2 432 144
2 1811 577
2 4483 98
2 2546 281
2 3684 613
2 178 928
3 785 688
3 4000 68
3 4435 189
3 4415 373
3 1011 296
3 2053 584
3 1680 498
3 852 942
3 917 70
4 3401 958
4 1217 442
4 2724 622
4 1194 475
4 1913 530
4 3044 149
4 1936 85
4 3849 679
4 310 102
5 3600 405
5 386 533
5 3438 790
5 4227 685
5 998 831
5 68 530
5 4433 218
5 266 879
5 641 154
6 3262 36
6 2885 320
6 228 644
6 3266 195
6 383 146
6 2184 634
6 2094 985
6 2507 737
6 123 51
7 1794 160
7 199 707
7 4758 894
7 1047 957
7 1729 628
7 1791 568
7 929 350
7 2501 894
7 340 354
8 1857 634
8 1861 414
8 1630 18
8 3710 136
8 4754 263
8 1505 668
8 350 936
8 1887 975
8 976 625
9 4282 250
9 1599 665
9 1591 457
9 189 830
9 3798 654
9 4043 424
9 4597 388
9 1600 463
9 2472 515
10 3929 280
10 2101 757
10 1336 431
10 2843 370
10 2110 220
10 542 888
10 1967 155
10 4801 392
10 1135 967
11 648 660
11 3195 664
11 2283 28
11 1701 251
11 2427 903
11 4715 35
11 4009 770
11 4054 738
11 626 545
12 4134 838
12 4398 102
12 3950 836
12 2714 908
12 4536 947
12 1223 698
12 407 807
12 4487 617
12 617 776
13 1651 897
13 1998 296
13 3464 268
13 1255 192
13 3335 988
13 2150 758
13 3711 624
13 3248 438
13 504 682
14 3604 592
14 2603 257
14 3790 692
14 2859 822
14 4217 733
14 1956 822
14 2711 135
14 1712 781
14 256 494
15 2361 649
15 3453 693
15 1686 46
15 4469 919
15 4703 953
15 959 338
15 1686 508
15 3596 102
15 571 70
16 4489 321
16 4247 370
16 971 563
16 1989 970
16 947 796
16 3523 180
16 902 807
16 3886 886
16 1255 178
17 3571 911
17 342 338
17 996 967
17 3284 106
17 3214 905
17 2303 643
17 1985 771
17 4694 731
17 566 644
18 4912 649
18 3361 724
18 3429 95
18 1205 412
18 569 57
18 2839 557
18 3249 300
18 3924 265
18 2068 730
19 3721 885
19 2046 817
19 1415 401
19 1635 51
19 1530 844
19 3786 214
19 4064 581
19 2582 380
19 412 270
20 3932 760
20 1661 700
20 1120 603
20 4879 373
20 4359 573
20 1143 565
20 1576 631
20 606 668
20 392 835
21 4239 284
21 1978 662
21 1203 417
21 1386 235
21 4622 688
21 1350 271
21 2755 395
21 4705 233
21 2063 497
22 402 761
22 4168 194
22 4855 185
22 3161 516
22 3263 685
22 3899 711
22 3331 377
22 3837 128
22 773 941
23 4267 327
23 4498 465
23 1053 646
23 3180 24
23 31 127
23 2475 891
23 4932 374
23 2036 241
23 251 871
24 3374 218
24 4360 328
24 4169 85
24 3294 609
24 2720 751
24 3912 176
24 4191 737
24 4195 682
24 39 768
25 406 856
25 4276 811
25 1870 46
25 3186 176
25 4574 413
25 4241 823
25 3354 446
25 4605 271
25 192 896
26 3969 976
26 2068 746
26 3909 987
26 968 566
26 2290 746
26 1097 881
