

start: Graph Generation


start: Creating graph


start: Saving the graph to file
5000 22200
1 447 720
1 2219 236
1 4158 231
1 2528 163
1 3786 538
1 3452 24
1 72 670
1 777 439
1 250 275
2 1452 936
2 3904 787
2 2700 74
2 1575 966
2 175 71
2 1605 922
2 464 896
2 3535 54
2 208 419
3 320 275
3 1712 483
3 4266 150
3 3696 991
3 2782 107
3 466 533
3 1140 977
3 3672 517
3 146 118
4 2640 327
4 340 289
4 2224 908
4 4637 258
4 4144 801
4 3241 218
4 1970 662
4 4503 716
4 470 799
5 934 792
5 3307 625
5 581 564
5 4049 677
5 2722 976
5 3960 620
5 3186 12
5 4978 647
5 128 617
6 2020 157
6 68 265
6 4257 896
6 4815 539
6 2393 606
6 52 880
6 2038 491
6 3793 18
6 835 491
7 1091 715
7 1197 912
7 1038 23
7 1444 351
7 4258 808
7 704 835
7 772 832
7 3593 205
7 741 341
8 1119 411
8 265 130
8 1763 874
8 3738 477
8 2744 254
8 4942 630
8 2536 683
8 4928 30
8 188 753
9 3912 300
9 3481 497
9 3146 604
9 4661 88
9 526 58
9 460 731
9 1919 234
9 4807 216
9 622 462
10 1477 620
10 1588 341
10 279 454
10 2186 986
10 286 798
10 2132 152
10 2555 335
10 1520 917
10 719 522
11 4966 148
11 130 376
11 2288 210
11 3650 720
11 2568 183
11 2454 118
11 4908 587
11 896 810
11 1396 388
12 3903 518
12 2983 489
12 4623 752
12 3347 122
12 962 90
12 421 955
12 1367 838
12 4993 235
12 2213 97
13 3569 520
13 2861 388
13 3384 599
13 1405 775
13 697 464
13 2588 503
13 2088 184
13 4158 493
13 387 542
14 4075 874
14 2204 573
14 2518 900
14 368 82
14 77 266
14 4209 590
14 323 368
14 2592 930
14 631 737
15 1984 341
15 948 556
15 3412 499
15 228 920
15 1970 824
15 4135 440
15 3696 990
15 3996 815
15 470 905
16 2493 242
16 3362 818
16 1166 373
16 3728 585
16 524 999
16 2907 374
16 849 147
16 1817 330
16 473 853
17 4033 717
17 3260 584
17 3594 274
17 3328 357
17 4931 560
17 2903 549
17 1634 170
17 825 854
17 880 347
18 3458 766
18 3903 453
18 4702 90
18 1661 353
18 3201 497
18 493 522
18 3590 475
18 2618 876
18 1666 831
19 4039 263
19 945 638
19 3458 642
19 4857 786
19 2854 632
19 2934 128
19 4049 494
19 1714 475
19 200 63
20 1434 844
20 4532 471
20 4883 752
20 26 571
20 4098 950
20 1472 843
20 4864 707
20 3548 577
20 1019 723
21 1970 381
21 4527 865
21 139 353
21 3781 1000
21 4612 141
21 1897 706
21 4625 71
21 78 30
21 434 233
22 1364 583
22 222 552
22 3426 75
22 3925 67
22 624 92
22 2805 550
22 1607 23
22 3375 223
22 225 696
23 396 175
23 4922 1000
23 2735 12
23 4503 939
23 681 721
23 661 849
23 3441 550
23 2250 360
23 971 147
24 529 926
24 2780 231
24 3542 670
24 3825 923
24 899 25
24 1997 894
24 3266 559
24 4501 117
24 73 959
25 828 807
25 3815 681
25 4263 430
25 2099 943
25 4191 245
25 2925 353
25 3022 691
25 4523 424
25 2766 262
26 3706 722
26 1905 464
26 20 571
26 3180 275
26 872 943
26 2328 67
26 2376 496
26 3619 305
